Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-16,16:35,Sydney,Western Bulldogs,SCG,79,83,,11,13,13,5, 1.39 , 2.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-16,13:40,Gold Coast,St Kilda,People First Stadium,108,68,,15,18,8,20, 1.82 , 1.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-16,19:20,Port Adelaide,Richmond,Adelaide Oval,94,56,,14,10,8,8, 1.35 , 3.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-16,18:10,West Coast,Essendon,Domain Stadium,130,52,,20,10,7,10, 1.01 , 15.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-16,15:20,Hawthorn,Gold Coast,UTAS Stadium,86,60,,12,14,8,12, 1.04 , 9.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-16,19:25,St Kilda,Geelong,Marvel Stadium,93,90,,14,9,13,12, 5.30 , 1.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-16,16:35,GWS Giants,Carlton,ENGIE Stadium,127,65,,18,19,9,11, 1.06 , 9.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-16,13:40,Richmond,Brisbane,MCG,117,75,,17,15,11,9, 1.06 , 8.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-16,19:50,Collingwood,Fremantle,MCG,85,37,,12,13,5,7, 1.83 , 1.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-16,19:20,Adelaide,North Melbourne,Adelaide Oval,100,67,,12,28,10,7, 1.27 , 3.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-16,16:40,Essendon,GWS Giants,Marvel Stadium,90,117,,12,18,17,15, 12.72 , 1.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-16,13:10,Sydney,Melbourne,SCG,86,31,,12,14,4,7, 1.23 , 4.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-16,19:25,Western Bulldogs,Geelong,Marvel Stadium,43,100,,5,13,16,4, 2.51 , 1.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-16,14:35,Fremantle,Port Adelaide,Domain Stadium,86,69,,12,14,9,15, 2.41 , 1.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-16,13:40,Brisbane,West Coast,Gabba,82,131,,12,10,20,11, 7.95 , 1.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-16,19:50,North Melbourne,Hawthorn,Marvel Stadium,84,93,,11,18,14,9, 3.41 , 1.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-16,15:20,Melbourne,Collingwood,MCG,104,58,,16,8,8,10, 1.61 , 2.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-16,16:40,GWS Giants,Sydney,ENGIE Stadium,105,63,,15,15,9,9, 1.99 , 1.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-16,15:20,Richmond,Gold Coast,MCG,114,97,,17,12,15,7, 1.17 , 5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-16,13:10,St Kilda,Carlton,Marvel Stadium,110,78,,17,8,12,6, 2.48 , 1.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-16,17:40,West Coast,Adelaide,Domain Stadium,76,105,,11,10,15,15, 1.42 , 2.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-16,19:25,Geelong,North Melbourne,Marvel Stadium,105,74,,15,15,12,2, 1.89 , 1.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-16,16:35,Brisbane,Fremantle,Gabba,64,147,,9,10,23,9, 2.21 , 1.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-16,13:10,Port Adelaide,Western Bulldogs,Adelaide Oval,97,100,,14,13,15,10, 1.70 , 2.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-16,19:50,Essendon,Hawthorn,Marvel Stadium,43,151,,6,7,23,13, 12.24 , 1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-16,16:10,Adelaide,St Kilda,Adelaide Oval,133,45,,19,19,6,9, 1.15 , 5.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-16,15:20,Western Bulldogs,West Coast,Marvel Stadium,83,75,,12,11,11,9, 1.76 , 2.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-16,13:10,Collingwood,Port Adelaide,MCG,58,125,,7,16,19,11, 1.95 , 1.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-16,17:40,Fremantle,Essendon,Domain Stadium,126,47,,20,6,6,11, 1.28 , 3.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-16,19:25,Gold Coast,Sydney,People First Stadium,41,79,,6,5,11,13, 6.11 , 1.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-16,16:35,Geelong,GWS Giants,GMHBA Stadium,98,88,,14,14,14,4, 1.50 , 2.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-16,14:10,Carlton,Brisbane,Marvel Stadium,102,64,,16,6,9,10, 1.25 , 3.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-16,13:45,Hawthorn,Melbourne,MCG,82,64,,11,16,10,4, 1.24 , 3.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-16,19:50,North Melbourne,Richmond,Blundstone Arena,124,54,,18,16,7,12, 1.56 , 2.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-16,14:40,West Coast,Gold Coast,Domain Stadium,132,55,,20,12,7,13, 1.02 , 14.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-16,15:20,Collingwood,Western Bulldogs,MCG,53,74,,7,11,11,8, 2.79 , 1.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-16,13:10,Carlton,Geelong,Marvel Stadium,104,85,,16,8,12,13, 7.61 , 1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-16,19:10,Adelaide,GWS Giants,Adelaide Oval,107,85,,15,17,13,7, 1.92 , 1.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-16,19:25,Essendon,Richmond,MCG,67,105,,10,7,16,9, 5.41 , 1.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-16,16:35,St Kilda,Fremantle,Marvel Stadium,101,67,,15,11,10,7, 1.30 , 3.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-16,13:40,Melbourne,Port Adelaide,Traeger Park,76,121,,10,16,18,13, 2.02 , 1.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-16,13:45,Brisbane,Hawthorn,Gabba,87,135,,13,9,21,9, 7.95 , 1.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-16,19:50,Sydney,North Melbourne,SCG,91,65,,14,7,9,11, 1.41 , 2.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May-16,16:40,St Kilda,Essendon,Marvel Stadium,109,63,,16,13,9,9, 1.18 , 4.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May-16,15:20,GWS Giants,Western Bulldogs,ENGIE Stadium,98,73,,15,8,10,13, 1.39 , 3.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May-16,13:10,Melbourne,Brisbane,MCG,131,68,,19,17,9,14, 1.16 , 5.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-16,17:40,Fremantle,Richmond,Domain Stadium,45,83,,6,9,11,17, 2.22 , 1.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-16,19:25,North Melbourne,Carlton,Marvel Stadium,113,46,,17,11,6,10, 1.24 , 4.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-16,16:05,Port Adelaide,West Coast,Adelaide Oval,86,94,,13,8,14,10, 2.62 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-16,14:10,Gold Coast,Adelaide,People First Stadium,74,149,,11,8,22,17, 11.45 , 1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-16,13:45,Collingwood,Geelong,MCG,104,80,,16,8,11,14, 5.51 , 1.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-16,19:50,Hawthorn,Sydney,MCG,55,69,,7,13,10,9, 1.81 , 1.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May-16,14:40,West Coast,St Kilda,Domain Stadium,132,29,,20,12,3,11, 1.16 , 5.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May-16,15:20,Melbourne,Western Bulldogs,MCG,82,114,,12,10,17,12, 2.94 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May-16,13:10,Carlton,Port Adelaide,Marvel Stadium,93,91,,14,9,13,13, 2.36 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-16,19:25,Brisbane,Collingwood,Gabba,65,143,,10,5,20,23, 1.71 , 2.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-16,19:25,Richmond,Sydney,MCG,101,100,,14,17,15,10, 3.55 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-16,16:35,GWS Giants,Gold Coast,ENGIE Stadium,149,58,,22,17,9,4, 1.05 , 10.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-16,14:10,Hawthorn,Fremantle,UTAS Stadium,116,75,,17,14,11,9, 1.09 , 7.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-16,13:45,Essendon,North Melbourne,Marvel Stadium,60,74,,8,12,10,14, 10.13 , 1.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,19:20,Adelaide,Geelong,Adelaide Oval,72,98,,11,6,13,20, 1.89 , 1.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-May-16,16:10,Port Adelaide,Brisbane,Adelaide Oval,136,59,,21,10,7,17, 1.37 , 3.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-May-16,15:20,St Kilda,North Melbourne,Marvel Stadium,75,82,,11,9,11,16, 3.53 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,18:10,Fremantle,GWS Giants,Domain Stadium,77,95,,11,11,14,11, 3.35 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,19:25,Western Bulldogs,Adelaide,Marvel Stadium,123,108,,18,15,17,6, 1.73 , 2.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,17:10,Gold Coast,Melbourne,People First Stadium,87,160,,14,3,24,16, 1.86 , 1.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,16:35,Sydney,Essendon,SCG,135,54,,20,15,7,12, 1.02 , 14.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,14:10,Geelong,West Coast,GMHBA Stadium,123,79,,18,15,12,7, 1.50 , 2.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-16,13:45,Collingwood,Carlton,MCG,84,99,,12,12,15,9, 1.54 , 2.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,19:50,Richmond,Hawthorn,MCG,90,136,,13,12,21,10, 4.12 , 1.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-16,14:40,West Coast,Collingwood,Domain Stadium,124,62,,18,16,9,8, 1.12 , 6.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-16,15:20,Carlton,Essendon,MCG,72,57,,10,12,8,9, 1.56 , 2.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-16,13:10,Brisbane,Sydney,Gabba,94,97,,14,10,15,7, 5.11 , 1.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-16,19:25,Geelong,Gold Coast,GMHBA Stadium,168,48,,25,18,7,6, 1.08 , 7.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-16,19:25,Richmond,Port Adelaide,MCG,59,94,,8,11,13,16, 1.38 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-16,16:35,GWS Giants,Hawthorn,ENGIE Stadium,158,83,,24,14,12,11, 2.05 , 1.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-16,13:40,Adelaide,Fremantle,Adelaide Oval,97,64,,14,13,8,16, 1.08 , 7.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-16,13:45,Melbourne,St Kilda,Marvel Stadium,96,135,,15,6,20,15, 1.72 , 2.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-16,19:50,North Melbourne,Western Bulldogs,Marvel Stadium,61,45,,9,7,6,9, 1.80 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-16,15:20,Collingwood,Essendon,MCG,142,73,,22,10,11,7, 1.33 , 3.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-16,19:10,Melbourne,Richmond,MCG,129,96,,20,9,14,12, 2.19 , 1.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-16,14:15,Fremantle,Carlton,Domain Stadium,68,72,,9,14,10,12, 1.14 , 5.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-16,13:10,St Kilda,GWS Giants,Marvel Stadium,79,126,,12,7,19,12, 2.38 , 1.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-16,19:15,Port Adelaide,Geelong,Adelaide Oval,59,107,,8,11,16,11, 2.16 , 1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-16,19:25,Western Bulldogs,Brisbane,Marvel Stadium,120,67,,17,18,10,7, 1.12 , 6.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-16,16:35,Gold Coast,North Melbourne,People First Stadium,81,119,,11,15,18,11, 3.05 , 1.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-16,13:45,Sydney,West Coast,SCG,88,49,,12,16,7,7, 1.61 , 2.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-16,19:50,Hawthorn,Adelaide,MCG,112,109,,17,10,17,7, 1.41 , 2.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-16,16:40,North Melbourne,Fremantle,Marvel Stadium,132,101,,20,12,14,17, 1.23 , 4.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-16,15:20,Collingwood,Melbourne,MCG,67,102,,9,13,16,6, 1.39 , 3.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-16,13:10,GWS Giants,Port Adelaide,Manuka Oval,151,65,,22,19,9,11, 1.87 , 1.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-16,19:10,Adelaide,Sydney,Adelaide Oval,113,103,,16,17,15,13, 1.94 , 1.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-16,19:25,Carlton,Western Bulldogs,Marvel Stadium,49,85,,7,7,13,7, 7.53 , 1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-16,16:35,Brisbane,Gold Coast,Gabba,107,94,,14,23,14,10, 3.04 , 1.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-16,14:10,Hawthorn,St Kilda,UTAS Stadium,87,84,,13,9,13,6, 1.10 , 7.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-16,13:45,Essendon,Geelong,MCG,42,72,,6,6,9,18, 10.34 , 1.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-16,18:10,West Coast,Richmond,Domain Stadium,125,57,,18,17,9,3, 1.22 , 4.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-16,16:40,Geelong,Brisbane,GMHBA Stadium,125,56,,18,17,7,14, 1.04 , 11.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-16,15:20,Western Bulldogs,Hawthorn,Marvel Stadium,90,93,,13,12,14,9, 2.05 , 1.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-16,13:10,North Melbourne,Melbourne,Blundstone Arena,136,131,,21,10,20,11, 1.13 , 6.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-16,17:40,West Coast,Fremantle,Domain Stadium,92,59,,12,20,8,11, 1.32 , 3.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-16,19:25,Gold Coast,Carlton,People First Stadium,95,41,,13,17,5,11, 1.15 , 5.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-16,16:35,Sydney,GWS Giants,SCG,93,68,,14,9,10,8, 1.39 , 3.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-16,14:10,Richmond,Adelaide,Marvel Stadium,92,128,,13,14,19,14, 1.89 , 1.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-16,13:45,St Kilda,Collingwood,MCG,119,90,,18,11,14,6, 2.33 , 1.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-16,19:20,Port Adelaide,Essendon,Adelaide Oval,112,51,,17,10,7,9, 1.11 , 6.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-16,16:40,Carlton,Sydney,Marvel Stadium,71,131,,10,11,20,11, 4.38 , 1.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-16,15:20,Hawthorn,West Coast,MCG,99,53,,14,15,7,11, 2.22 , 1.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-16,13:10,GWS Giants,Geelong,Manuka Oval,89,76,,13,11,11,10, 2.66 , 1.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-16,16:40,Fremantle,Gold Coast,Domain Stadium,100,126,,14,16,19,12, 1.23 , 4.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-16,19:25,St Kilda,Western Bulldogs,Marvel Stadium,36,93,,5,6,13,15, 3.88 , 1.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-16,15:35,Brisbane,North Melbourne,Gabba,83,117,,11,17,17,15, 3.82 , 1.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-16,14:10,Essendon,Melbourne,MCG,80,67,,11,14,10,7, 5.76 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-16,13:15,Adelaide,Port Adelaide,Adelaide Oval,144,86,,22,12,11,20, 1.94 , 1.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-16,19:50,Collingwood,Richmond,MCG,87,86,,13,9,12,14, 2.04 , 1.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-16,15:20,Geelong,Hawthorn,MCG,116,86,,18,8,12,14, 2.12 , 1.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-16,16:40,West Coast,Brisbane,Domain Stadium,166,102,,26,10,15,12, 1.03 , 11.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-16,14:50,Port Adelaide,St Kilda,Adelaide Oval,133,100,,20,13,15,10, 1.14 , 5.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-16,13:10,Western Bulldogs,Fremantle,Marvel Stadium,103,38,,15,13,5,8, 1.62 , 2.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-16,19:25,North Melbourne,Adelaide,Marvel Stadium,107,97,,16,11,14,13, 1.43 , 2.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-16,19:25,Sydney,Collingwood,SCG,133,53,,18,25,7,11, 1.58 , 2.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-16,15:35,Gold Coast,Essendon,People First Stadium,121,60,,17,19,9,6, 1.14 , 5.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-16,13:40,Melbourne,GWS Giants,MCG,80,78,,12,8,10,18, 2.45 , 1.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-16,19:25,Richmond,Carlton,MCG,92,83,,14,8,12,11, 1.23 , 4.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Oct-15,14:30,West Coast,Hawthorn,MCG,61,107,Y,8,13,16,11, 2.39 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-15,17:45,West Coast,North Melbourne,Domain Stadium,80,55,Y,10,20,7,13, 1.19 , 4.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep-15,18:20,Fremantle,Hawthorn,Domain Stadium,67,94,Y,10,7,15,4, 2.25 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep-15,19:20,Sydney,North Melbourne,Accor Stadium,51,77,Y,7,9,11,11, 1.62 , 2.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-15,19:50,Hawthorn,Adelaide,MCG,135,61,Y,21,9,8,13, 1.30 , 3.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-15,15:20,Richmond,North Melbourne,MCG,88,105,Y,14,4,15,15, 1.58 , 2.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-15,19:20,Western Bulldogs,Adelaide,MCG,102,109,Y,14,18,16,13, 1.90 , 1.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-15,13:10,Fremantle,Sydney,Domain Stadium,69,60,Y,10,9,7,18, 1.33 , 3.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-15,18:20,West Coast,Hawthorn,Domain Stadium,96,64,Y,14,12,9,10, 2.39 , 1.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-15,15:20,Collingwood,Essendon,MCG,92,95,,14,8,14,11, 1.28 , 3.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-15,13:10,Melbourne,GWS Giants,Marvel Stadium,103,77,,15,13,11,11, 2.35 , 1.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,17:40,West Coast,St Kilda,Domain Stadium,125,30,,18,17,4,6, 1.04 , 10.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,19:25,Sydney,Gold Coast,SCG,127,64,,19,13,9,10, 1.04 , 10.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,16:40,Hawthorn,Carlton,MCG,113,56,,17,11,8,8, 1.01 , 14.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,15:20,Port Adelaide,Fremantle,Adelaide Oval,122,53,,18,14,8,5, 1.06 , 8.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,13:45,Brisbane,Western Bulldogs,Gabba,130,122,,19,16,19,8, 4.24 , 1.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-15,13:05,Geelong,Adelaide,GMHBA Stadium,119,80,,17,17,11,14, 2.16 , 1.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Sep-15,19:50,Richmond,North Melbourne,Marvel Stadium,108,67,,16,12,10,7, 1.08 , 8.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-15,14:40,Fremantle,Melbourne,Domain Stadium,108,54,,17,6,8,6, 1.07 , 8.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-15,15:20,St Kilda,Sydney,Marvel Stadium,38,135,,4,14,20,15, 4.16 , 1.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-15,13:10,Adelaide,West Coast,Adelaide Oval,126,69,,19,12,10,9, 2.01 , 1.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-15,19:20,Essendon,Richmond,MCG,47,74,,7,5,10,14, 6.35 , 1.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
